ctmsId,externalId,namespace,contentType,createdAt,sourceLanguage,sourceText,targetLanguage,enReferenceTranslation,targetText,contentId,translationProvider,productViewCount,productRevenue,productURL,Evaluation,Root Cause,Comment,arabic_percentage
ugc-rr_customer-review_933082292_190079520,933082292_190079520,ugc-rr,customer-review,2025-08-13 22:16:57.567288 UTC,tr-tr,Gayet güzel tam beden oturdu bitane aldım daha başka renklerinide alacam,ar-ae,"It fits very well, I bought it and I will buy it in other colors.",إنه مناسب جدًا، اشتريته وسأشتريه بألوان أخرى.,933082292,Alibaba,9111266.0,43418,https://www.trendyol.com/ar/pname-p-933082292,OK,,,105.55555555555556
prod-qna_prod-qna_951913269_329578823_a,951913269_329578823_a,prod-qna,prod-qna,2025-07-10 10:46:36.978177 UTC,tr-tr,"Merhaba,  KoraySpor güvencesiyle aldığınız tüm ürünler %100 orijinaldir ve size faturalı olarak gönderilir.  Ürünü kullanmadığınız takdirde, 15 iş günü içinde iade hakkınız bulunmaktadır.  Ürünü kullandıktan sonra herhangi bir üretim hatasıyla karşılaşırsanız, 1 yıla kadar garanti süreniz mevcuttur.  Alışverişinizde bizi tercih ettiğiniz için çok teşekkür ederiz. Güvenli ve keyifli kullanımlar dileriz",ar-ae,"Hello, All products you purchase with the assurance of KoraySpor are 100% original and sent to you with an invoice. If you do not use the product, you have the right to return it within 15 business days. If you find any manufacturing defects after using the product, you have up to 1 year of warranty. Thank you very much for choosing us for your shopping. We wish you safe and enjoyable use.",مرحبًا، جميع المنتجات التي تشتريها بضمان KoraySpor أصلية 100% ويتم إرسالها إليك مع الفاتورة. إذا لم تستخدم المنتج، يحق لك إعادته خلال 15 يوم عمل. إذا وجدت أي عيوب تصنيع بعد استخدام المنتج، فلديك فترة ضمان تصل إلى عام واحد. شكرا جزيلا لاختيارك لنا للتسوق الخاص بك. نتمنى لكم استخدامات آمنة وممتعة.,951913269,Alibaba,26504736.0,62712,https://www.trendyol.com/ar/pname-p-951913269,OK,,,95.74468085106383
prod-qna_prod-qna_113319781_165874119_q,113319781_165874119_q,prod-qna,prod-qna,2025-04-14 22:28:36.856830 UTC,tr-tr,1.58 boyum 52 kiloyum hangi bedeni almam gerek,ar-ae,,طولي 1.58 سم ووزني 52 كيلو، ما هو المقاس الذي يجب أن أختاره؟,113319781,,,80588,,OK,,,93.33333333333333
product-core_content-description_939053876_1,939053876_1,product-core,content-description,2025-08-26 09:40:08.542395 UTC,tr-tr,ADİDAS Kadın Günlük Spor Ayakkabı RUNFALCON 5 W JR3092,ar-ae,Adidas women's casual sneakers runfalcon 5 w jr3092,حذاء رياضي كاجوال للنساء من أديداس RUNFALCON 5 W JR3092,939053876,Alibaba,1489771.0,64465,https://www.trendyol.com/ar/pname-p-939053876,OK,,,63.04347826086957
product-core_content-name_951775702_1,951775702_1,product-core,content-name,2025-07-03 10:51:21.323641 UTC,tr-tr,Hypnotic Ls Erkek Günlük Ayakkabı 39529502 Siyah,ar-ae,Hypnotic Ls Men's Casual Shoes 39529502 Black,حذاء كاجوال رجالي من Hypnotic Ls 39529502 باللون الأسود,951775702,Alibaba,26504736.0,90397,https://www.trendyol.com/ar/pname-p-951775702,OK,,,61.702127659574465
product-core_content-description_707187779_49,707187779_49,product-core,content-description,2025-04-08 11:20:07.007485 UTC,tr-tr,Adidas Erkek Sneaker Siyah HP6011 Adidas Vs Pace 2.0 Erkek Spor Ayakkabı,ar-ae,,حذاء رياضي رجالي من Adidas باللون الأسود HP6011 حذاء رياضي رجالي من Adidas Vs Pace 2.0,707187779,Alibaba,2222704.0,60064,https://www.trendyol.com/ar/pname-p-707187779,OK,,,62.857142857142854
product-core_content-name_182901857_1,182901857_1,product-core,content-name,2023-12-12 07:17:14.805167 UTC,tr-tr,Lacivert-Bej %100 Pamuk 2'li Paket Basic Bisiklet Yaka Örme T-Shirt TWOSS20TS0141,ar-ae,Navy Blue-Beige 100% Cotton 2 Pack Basic Crew Neck Knitted T-Shirt TWOSS20TS0141,تي شيرت محبوك أساسي برقبة دائرية 100% قطن باللون الأزرق الداكن والبيج TWOSS20TS0141,182901857,,1684508.0,78858,https://www.trendyol.com/ar/pname-p-182901857,OK,,,77.14285714285715
product-core_content-description_691055262_43,691055262_43,product-core,content-description,2025-07-01 12:16:30.963940 UTC,tr-tr,-,ar-ae,-,-,691055262,Alibaba,2614642.0,23194,https://www.trendyol.com/ar/pname-p-691055262,OK,,,0.0
product-core_content-description_313155533_1,313155533_1,product-core,content-description,2025-05-08 03:56:54.140301 UTC,tr-tr,Puma Skye Clean Sneaker,ar-ae,,حذاء رياضي بوما سكاي كلين,313155533,Alibaba,2126294.0,25190,https://www.trendyol.com/ar/pname-p-313155533,OK,,,100.0
product-core_content-description_887263146_1,887263146_1,product-core,content-description,2025-05-12 19:49:07.014951 UTC,tr-tr,ADİDAS Erkek GÜNLÜK AYAKKABI GRAND COURT BASE 2.0 JH8610,ar-ae,,أديداس حذاء رجالي يومي جراند كورت بيس 2.0 JH8610,887263146,Alibaba,8817939.0,63440,https://www.trendyol.com/ar/pname-p-887263146,OK,,,79.48717948717949
prod-qna_prod-qna_42713792_300725793_a,42713792_300725793_a,prod-qna,prod-qna,2025-03-18 08:37:08.897884 UTC,tr-tr,"Merhaba, ilgili ürün için sipariş verdiyseniz, tahmini teslimat tarihini ''Hesabım-Siparişlerim'' alanından ilgili ürün için ''Tahmini Kargoya Teslim'' alanından tarihini kontrol edebilirsiniz. Eğer sipariş vermediyseniz, ürünü sepetinize eklediğinizde ürün görselinin sağında tahmini kargoya verilme süresine dair bilgilendirmeye ulaşabilirsiniz. Platformumuzdaki arama kısmına bulmak istediğiniz ürünü yazıp ekranın sol tarafında bulunan filtreleri kullanarak istediğiniz ürünü inceleyebilirsiniz. Aradığınız ürünün stoklarımızda mevcut olması halinde sipariş verebilirsiniz. Keyifli alışverişler dileriz.",ar-ae,,"مرحبًا، إذا طلبت المنتج ذي الصلة، يمكنك التحقق من تاريخ التسليم المقدر في منطقة ""حساب الشحن المقدر"" الخاصة بالمنتج. إذا لم تقم بالطلب، يمكنك الحصول على وقت الشحن المقدر على يمين صورة المنتج عند إضافته إلى سلة التسوق الخاصة بك. اكتب العنصر الذي تريده على منصتنا واستخدم المرشحات الموجودة على الجانب الأيسر من الشاشة. يمكنك الطلب إذا كان المنتج الذي تبحث عنه متوفرًا في المخزون. نتمنى لكم تسوقاً ممتعاً.",42713792,,,41680,,Evaluation Blocked,,,102.19435736677116
product-core_content-description_100044413_1,100044413_1,product-core,content-description,2025-06-23 13:48:22.611075 UTC,tr-tr,Cıtroen xsara pıcasso- 01/08; sigorta kutusu kapağı 6556.X9,ar-ae,Citroen xsara picasso- 01/08; fuse box cover 6556.x9,سيتروين سارا بيكاسو - 01/08؛ غطاء صندوق الصمامات 6556.X9,100044413,Alibaba,,93293,https://www.trendyol.com/ar/pname-p-100044413,OK,,,79.54545454545455
product-core_content-name_150177351_1,150177351_1,product-core,content-name,2023-12-07 16:13:33.130075 UTC,tr-tr,3607 Hakiki Gerçek Deri Kadın Erkek Kartlık Cüzdan Bebe Mavisi,ar-ae,3607 Genuine Real Leather Card Holder Wallet for Women and Men Baby Blue,محفظة حامل بطاقات من الجلد الطبيعي 3607 للنساء والرجال باللون الأزرق الفاتح,150177351,,,33586,https://www.trendyol.com/ar/pname-p-150177351,OK,,,93.75
product-core_content-name_861736724_1,861736724_1,product-core,content-name,2025-06-25 08:28:57.492522 UTC,tr-tr,Unicorn Girl Power Beslenme Kabı,ar-ae,Unicorn Girl Power Nutrition Bowl,وعاء تغذية يونيكورن جيرل باور,861736724,Alibaba,,40931,https://www.trendyol.com/ar/pname-p-861736724,OK,,,100.0
ugc-rr_customer-review_828498459_1549940,828498459_1549940,ugc-rr,customer-review,2025-01-27 21:26:35.087138 UTC,tr-tr,ürün gorseldeki ile aynı sağlam geldi teşekkür ederim,ar-ae,,وصل المنتج سليما، كما في الصورة. شكرًا لك,828498459,,,59714,,OK,,,106.4516129032258
product-core_content-name_901815204_35,901815204_35,product-core,content-name,2025-02-24 10:31:06.570600 UTC,tr-tr,M NK CLUB WVN CARGO PANT - BLACK(BLACK),ar-ae,,M NK CLUB WVN CARGO PANT - أسود (أسود),901815204,,,1045,,Evaluation Blocked,,,29.629629629629626
product-core_content-name_947549540_1,947549540_1,product-core,content-name,2025-06-23 13:15:50.202320 UTC,tr-tr,mazzıdağ Spiralli Defter Sert Kapak 192 Sayfa 96 Yaprak 17x24 Cm Noktalı new store 1133631,ar-ae,Mazzıdağ Spiral Notebook Hard Cover 192 Pages 96 Sheets 17X24 cm Dotted New Store 1133631,مذكرة مزدوجة حلزونية غطاء صلب 192 صفحة 96 ورقة 17x24 سم منقط متجر جديد 1133631,947549540,Alibaba,,9739,https://www.trendyol.com/ar/pname-p-947549540,OK,,,73.4375
product-core_content-name_941949791_1,941949791_1,product-core,content-name,2025-06-02 10:42:47.220203 UTC,tr-tr,Runfalcon Unisex Spor Koşu Rahat Günlük Kullanım Ayakkabısı Sneaker,ar-ae,Runfalcon Unisex Sports Running Comfortable Daily Use Shoes Sneaker,حذاء رياضي مريح للجري للاستخدام اليومي للجنسين من Runfalcon,941949791,Alibaba,1765459.0,25987,https://www.trendyol.com/ar/pname-p-941949791,OK,,,82.35294117647058
ugc-rr_customer-review_169973560_25296678,169973560_25296678,ugc-rr,customer-review,2025-06-06 22:13:49.319611 UTC,tr-tr,"şarj performansı iyi fakat ısınma oluyor bir yıldızı o yüzden kırdım s23
ultra cihaz için aldım ürünü.",ar-ae,"Charging performance is good but there is heating, that's why I took off one star s23 
 I bought the product for the ultra device.","أداء الشحن جيد ولكن هناك تسخين، ولهذا السبب قمت بإزالة نجمة واحدة S23 
 اشتريت المنتج لجهاز Ultra.",169973560,Alibaba,,73569,https://www.trendyol.com/ar/pname-p-169973560,OK,,,91.02564102564102
product-core_content-name_973389548_1,973389548_1,product-core,content-name,2025-08-18 12:07:24.481731 UTC,tr-tr,Caven 2.0 Sneaker Günlük Ayakkabı,ar-ae,Caven 2.0 Sneaker Casual Shoes,حذاء كافين 2.0 الرياضي الكاجوال,973389548,Alibaba,1129218.0,40785,https://www.trendyol.com/ar/pname-p-973389548,OK,,,92.3076923076923
product-core_content-name_734443689_1,734443689_1,product-core,content-name,2025-06-17 09:27:31.895428 UTC,tr-tr,Londra Uçak Bileti Baskılı Kredi Kartı Sticker Kaplama,ar-ae,London Airplane Ticket Printed Credit Card Sticker Coating,طلاء ملصق بطاقة الائتمان مطبوع عليه تذكرة طائرة لندن,734443689,Alibaba,,86226,https://www.trendyol.com/ar/pname-p-734443689,Not OK,,,100.0
ugc-rr_customer-review_828498459_75272348,828498459_75272348,ugc-rr,customer-review,2024-12-19 21:13:59.819873 UTC,tr-tr,çok güzel kaliteli bi ürün indirimden aldim,ar-ae,,منتج ذو جودة لطيفة جدًا اشتريته بسعر مخفض,828498459,,,874,,OK,,,103.03030303030303
product-core_content-name_941809893_1,941809893_1,product-core,content-name,2025-06-01 14:01:34.071049 UTC,tr-tr,27CM GOLD PASLANMAZ METAL SEPET SÜZGEÇ KENDİNDEN KULPLU (5168),ar-ae,27cm Gold Stainless Metal Basket Strainer with Handle (5168),سلة مصفاة معدنية ذهبية مقاس 27 سم مع مقبض ذاتي (5168),941809893,Alibaba,,1778,https://www.trendyol.com/ar/pname-p-941809893,OK,,,85.36585365853658
product-core_content-name_828498452_1,828498452_1,product-core,content-name,2025-08-28 10:30:28.648554 UTC,tr-tr,VL COURT 3.0 EL C,ar-ae,Vl Court 3.0 El C,VL كورت 3.0 EL C,828498452,Alibaba,1472708.0,22587,https://www.trendyol.com/ar/pname-p-828498452,OK,,,36.36363636363637
product-core_content-description_966719189_1,966719189_1,product-core,content-description,2025-08-06 10:06:16.467273 UTC,tr-tr,Anzarun Lite Bold Günlük Ayakkabı Siyah,ar-ae,Anzarun lite bold daily shoes black,أحذية أسانرون لايت بولد اليومية السوداء,966719189,Alibaba,1935761.0,32661,https://www.trendyol.com/ar/pname-p-966719189,Not OK,Accuracy,,100.0
product-core_content-name_899950053_35,899950053_35,product-core,content-name,2025-02-17 09:58:38.614974 UTC,tr-tr,CHARRINGTON Kahverengi Kadın Omuz Çantası,ar-ae,,حقيبة كتف نسائية بنية من CHARRINGTON,899950053,,,91782,,Evaluation Blocked,,,64.51612903225806
product-core_content-description_773763843_1,773763843_1,product-core,content-description,2025-05-06 13:08:55.573072 UTC,tr-tr,Anzarun Lite Spor Ayakkabı,ar-ae,,حذاء أنزارون لايت الرياضي,773763843,Alibaba,2080656.0,92071,https://www.trendyol.com/ar/pname-p-773763843,OK,,,100.0
product-core_content-name_945160514_1,945160514_1,product-core,content-name,2025-06-16 04:58:08.077167 UTC,tr-tr,"Ford Foucs 2,5 Uyumlu Lüx Yarı Deri Oto Koltuk Kılıfı Ön Arka Takım ALPINE SİYAH MAVİ ags",ar-ae,"Ford Foucs 2,5 Compatible Luxury Semi-Leather Auto Seat Cover Front Rear Set Alpine Black Blue Ags",غطاء مقعد سيارة فاخر نصف جلد متوافق مع Ford Foucs 2.5 طقم أمامي وخلفي ALPINE BLACK BLUE ags,945160514,Alibaba,,17780,https://www.trendyol.com/ar/pname-p-945160514,OK,,,60.273972602739725
prod-qna_prod-qna_34721879_218230990_a,34721879_218230990_a,prod-qna,prod-qna,2025-06-17 11:04:55.350322 UTC,tr-tr,"Merhaba, beden tablosu ""Favorilere Ekle"" butonunun üst kısmında mevcuttur. İlginiz için teşekkür ederiz.",ar-ae,"Hello, the size chart is available at the top of the ""Add to Favorites"" button. Thank you for your interest.","مرحبًا، جدول المقاسات موجود أعلى زر ""إضافة إلى المفضلة"". شكرا لك على اهتمامك.",34721879,Alibaba,26504736.0,27693,https://www.trendyol.com/ar/pname-p-34721879,OK,,,103.38983050847457
product-core_content-description_886838801_43,886838801_43,product-core,content-description,2025-07-01 13:43:17.471595 UTC,tr-tr,Kruz Profoam AC+ PS Sneaker For All Time Red-PUMA Black,ar-ae,Kruz profoam ac+ ps sneaker for all time red-puma black,حذاء رياضي كروز بروفوم AC+ PS من أجل كل العصور باللون الأحمر-PUMA باللون الأسود,886838801,Alibaba,2817329.0,36089,https://www.trendyol.com/ar/pname-p-886838801,Not OK,Terminology,,87.5
product-core_content-name_955125357_1,955125357_1,product-core,content-name,2025-07-10 12:48:23.767626 UTC,tr-tr,Puma Rebound V6 Mid Jr Genç Günlük Ayakkabı 39383103 Kırmızı,ar-ae,Puma Rebound V6 Mid Jr Young Casual Shoes 39383103 Red,حذاء بوما ريباوند V6 ميد جونيور كاجوال للمراهقين 39383103 أحمر,955125357,Alibaba,1367451.0,27574,https://www.trendyol.com/ar/pname-p-955125357,Not OK,Terminology,,81.13207547169812
product-core_content-name_845122344_35,845122344_35,product-core,content-name,2025-05-05 06:43:54.909308 UTC,tr-tr,Vizon-Açık Yeşil-Beyaz Slim/Dar Kesim Bisiklet Yaka %100 Pamuklu 3'lü Paket T-Shirt TMNSS19BO0007,ar-ae,,تي شيرت Mink-Light Green-White Slim/Slim Cut برقبة دائرية 100% قطن مكون من 3 قطع TMNSS19BO0007,845122344,,,50058,,Not OK,مجموعة من 3 قمصان بألوان المينك والأخضر الفاتح والأبيض، مصنوعة من القطن بنسبة 100% وبقصة ضيقة ورقبة دائرية Tmnss19Bo0007,Some words are left in EN,38.15789473684211
product-core_content-name_800338753_1,800338753_1,product-core,content-name,2025-03-16 23:04:30.012231 UTC,tr-tr,Mürdüm Dokuma Plaj Gömleği TBESS22GO0664,ar-ae,Plum Woven Beach Shirt Tbess22Go0664,قميص شاطئ منسوج باللون البرقوق TBESS22GO0664,800338753,Alibaba,1764000.0,33088,https://www.trendyol.com/ar/pname-p-800338753,OK,,,66.66666666666666
ugc-rr_customer-review_298459017_64711386,298459017_64711386,ugc-rr,customer-review,2025-07-02 22:36:28.282005 UTC,tr-tr,Rengine bayıldımm. Çok teşekkürler,ar-ae,I love the color. Thanks so much,أنا أحب اللون. شكرا جزيلا,298459017,Alibaba,20022760.0,59340,https://www.trendyol.com/ar/pname-p-298459017,OK,,,100.0
product-core_content-name_765701686_1,765701686_1,product-core,content-name,2025-03-16 19:20:36.126436 UTC,tr-tr,Pembe Çizgili Dokuma Plaj Gömleği TBESS22GO0664,ar-ae,Pink Striped Woven Beach Shirt Tbess22Go0664,قميص الشاطئ المنسوج باللون الوردي TBESS22GO0664,765701686,Alibaba,1764000.0,32824,https://www.trendyol.com/ar/pname-p-765701686,OK,,,69.04761904761905
product-core_content-name_886841373_1,886841373_1,product-core,content-name,2025-08-28 10:22:41.997479 UTC,tr-tr,X-Ray 3 Lt Siyah Erkek Sneaker 40022901,ar-ae,X-Ray 3 Lt Black Men's Sneaker 40022901,حذاء رياضي رجالي أسود X-Ray 3 Lt 40022901,886841373,Alibaba,2127531.0,82251,https://www.trendyol.com/ar/pname-p-886841373,OK,,,54.54545454545454
product-core_content-name_760541625_1,760541625_1,product-core,content-name,2025-08-19 05:28:30.706767 UTC,tr-tr,Koyu Mavi More Sustainable Yıkama Efektli Bol Kesim Yüksek Bel Loose Baggy Jeans TWOAW24JE00308,ar-ae,Dark Blue More Sustainable Wash Effect Loose Cut High Waist Loose Baggy Jeans Twoaw24Je00308,بنطلون جينز فضفاض ذو قصة واسعة وخصر عالٍ بتأثير غسيل مستدام أكثر باللون الأزرق الداكن TWOAW24JE00308,760541625,Alibaba,1039358.0,69744,https://www.trendyol.com/ar/pname-p-760541625,Not OK,Accuracy,,84.52380952380952
ugc-rr_customer-review_121362090_12173095,121362090_12173095,ugc-rr,customer-review,2025-06-28 22:39:04.474005 UTC,tr-tr,Umarım faydalı olur temelim sıfır,ar-ae,I hope it is useful my basis is zero,آمل أن يكون هذا مفيدًا، فأساسي هو الصفر,121362090,Alibaba,,3013,https://www.trendyol.com/ar/pname-p-121362090,Not OK,,,106.66666666666667
product-core_content-name_976793307_1,976793307_1,product-core,content-name,2025-08-22 14:23:20.978065 UTC,tr-tr,U.S. Polo Assn. Wmn Siyah Kadın Sneaker,ar-ae,U.S. Polo Assn. Wmn Black Women's Sneaker,يو اس بولو اسن. حذاء رياضي نسائي أسود من Wmn,976793307,Alibaba,2152566.0,16403,https://www.trendyol.com/ar/pname-p-976793307,OK,,,91.17647058823529
product-core_content-name_963536976_1,963536976_1,product-core,content-name,2025-08-01 11:56:32.475959 UTC,tr-tr,Orijinal U.S. Polo Assn. Beyaz Erkek Sneaker,ar-ae,Original U.S. Polo Assn. White Men's Sneaker,يو اس بولو اسن حذاء رياضي رجالي أبيض,963536976,Alibaba,18834360.0,77789,https://www.trendyol.com/ar/pname-p-963536976,OK,,,100.0
product-core_content-name_898980257_1,898980257_1,product-core,content-name,2025-02-19 06:11:47.283232 UTC,tr-tr,Beyaz-Mint-Taş-Açık Mavi-Haki 5'li Slim/Dar Kesim 5'li Paket %100 Tok Kumaş T-shirt TMNAW20TS0243,ar-ae,White-Mint-Rhinestone-Light Blue-Khaki 5-Piece Slim/Narrow Cut 5-Pack 100% T-Shirt T-Shirt Tmnaw20Ts0243,تي شيرت أبيض-Mint-Stone-Light Blue-Khaki 5-Pack Slim/Slim Cut 5-Pack 100% تي شيرت من القماش المتين TMNAW20TS0243,898980257,Alibaba,1654324.0,99516,https://www.trendyol.com/ar/pname-p-898980257,Not OK,Terminology,,33.33333333333333
product-core_content-name_3952777_35,3952777_35,product-core,content-name,2025-03-28 17:15:34.091977 UTC,tr-tr,%100 Doğal Roll-on Kadın Deodorant Ter Kokusu Önleyici Bitkisel Leke Bırakmayan Vegan 50 ml,ar-ae,,مزيل عرق نسائي طبيعي 100% مضاد للعرق ومضاد للبقع نباتي نباتي 50 مل,3952777,,,78276,,Not OK,,,90.56603773584906
product-core_content-name_234085241_1,234085241_1,product-core,content-name,2024-04-17 10:24:57.645134 UTC,tr-tr,Turuncu Kuşaklı Hakim Yaka Düğme Detaylı Dokuma Elbise TCTSS21EL3343,ar-ae,Orange Belted Prevailing Collar Button Detail Woven Dress TCTSS21EL3343,فستان منسوج بحزام برتقالي وأزرار وطية صدر السترة TCTSS21EL3343,234085241,,2227713.0,2525,https://www.trendyol.com/ar/pname-p-234085241,OK,,,75.92592592592592
prod-qna_prod-qna_310922752_336590808_q,310922752_336590808_q,prod-qna,prod-qna,2025-08-08 22:14:51.361125 UTC,tr-tr,en büyük beden de uzunluğu diğer bedenlerle aynımıdır,ar-ae,Is the length of the largest size the same as the other sizes?,هل الحجم الأكبر هو نفس الطول مثل الأحجام الأخرى؟,310922752,Alibaba,38594961.0,4202,https://www.trendyol.com/ar/pname-p-310922752,OK,,,102.56410256410255
product-core_content-name_971374406_1,971374406_1,product-core,content-name,2025-08-14 10:28:10.557371 UTC,tr-tr,Flyer Runner Günlük Ayakkabı,ar-ae,Flyer Runner Casual Shoes,أحذية فلاير رانر الكاجوال,971374406,Alibaba,24456151.0,59343,https://www.trendyol.com/ar/pname-p-971374406,Not OK,Accuracy,,100.0
prod-qna_prod-qna_42737001_206907534_a,42737001_206907534_a,prod-qna,prod-qna,2025-06-17 16:55:05.957442 UTC,tr-tr,"Merhaba, ürün koşu ayakkabısıdır. Size uygun olduğunu düşünüyorsanız tercih edebilirsiniz.  İlginiz için teşekkür ederiz.",ar-ae,"Hello, the product is a running shoe. If you think it suits you, you can choose it. Thank you for your interest.",مرحبًا، المنتج عبارة عن حذاء للجري. إذا كنت تعتقد أنه مناسب لك، يمكنك اختياره. شكرا لك على اهتمامك.,42737001,Alibaba,26504736.0,57204,https://www.trendyol.com/ar/pname-p-42737001,OK,,,103.94736842105263
product-core_content-description_886841447_35,886841447_35,product-core,content-description,2025-07-01 13:46:24.765574 UTC,tr-tr,77.59% Leather + 22.41% Synthetic,ar-ae,77.59% leather + 22.41% synthetic,77.59% جلد + 22.41% صناعي,886841447,Alibaba,4865891.0,70410,https://www.trendyol.com/ar/pname-p-886841447,OK,,,50.0
product-core_content-name_902983413_35,902983413_35,product-core,content-name,2025-02-28 13:50:51.835831 UTC,tr-tr,MNSWCLUBJSYSHORT,ar-ae,,MNSWCLUBJSYSHORT,902983413,,,9140,,Evaluation Blocked,,,0.0
ugc-rr_customer-review_828498459_13006665,828498459_13006665,ugc-rr,customer-review,2025-02-25 21:24:14.708566 UTC,tr-tr,kargo çok hızlıdır. cumartesi istedim pazartesi sabah getirdiler. Ayakkabı kalıbı dar yarım numara büyük alınmalı,ar-ae,,الشحن سريع جدا. أردت ذلك يوم السبت أحضروه صباح الاثنين. مقاس الحذاء ضيق، قم بشراء مقاس أكبر بنصف مقاس,828498459,,,4623,,OK,,,101.25
prod-qna_prod-qna_42713792_270419253_q,42713792_270419253_q,prod-qna,prod-qna,2025-04-11 22:49:48.274577 UTC,tr-tr,urunu almistim urunu camasir makinasinda yikasak bi deformasyon vs olurmu,ar-ae,,لقد اشتريت المنتج، فهل سيكون هناك أي تشوه وما إلى ذلك إذا تم غسل المنتج في الغسالة؟,42713792,,,54657,,OK,,,103.07692307692307
product-core_content-name_900775285_35,900775285_35,product-core,content-name,2025-02-20 08:02:28.725613 UTC,tr-tr,PURE KLUTCH,ar-ae,,قابس نقي,900775285,,,16711,,OK,Pure Clutch,,100.0
prod-qna_prod-qna_34721887_265027923_q,34721887_265027923_q,prod-qna,prod-qna,2025-06-17 17:46:45.349479 UTC,tr-tr,ayak içi 26 cm kaç numara tercih etmeliyim. Bu marka giymediğim için kalıbına da hakim değilim,ar-ae,"The inside of the foot is 26 cm. What size should I choose? Since I don't wear this brand, I don't know the fit.",طول القدم من الداخل 26 سم، ما المقاس الذي يجب أن أختاره؟ وبما أنني لا أرتدي هذه العلامة التجارية، فأنا لا أعرف المقاس المناسب لها.,34721887,Alibaba,26504736.0,377,https://www.trendyol.com/ar/pname-p-34721887,OK,,,100.98039215686273
prod-qna_prod-qna_72024877_121616704_q,72024877_121616704_q,prod-qna,prod-qna,2025-06-16 14:40:06.115138 UTC,tr-tr,Karartma solma olurmu hemen yoksa Bi süre sonramı solar,ar-ae,Will the darkening fade immediately or will it fade after a while?,هل سيتلاشى التعتيم على الفور أم سيتلاشى بعد فترة؟,72024877,Alibaba,,21319,https://www.trendyol.com/ar/pname-p-72024877,OK,,,102.49999999999999
ugc-rr_customer-review_887260533_11557116,887260533_11557116,ugc-rr,customer-review,2025-03-21 21:39:41.132811 UTC,tr-tr,tam kalıp 37 giyorum tam oldu,ar-ae,,أرتدي مقاس 37، وهو مناسب تمامًا,887260533,,,73153,,OK,,,100.0
ugc-rr_customer-review_828498459_79385668,828498459_79385668,ugc-rr,customer-review,2025-03-02 21:24:03.026351 UTC,tr-tr,ayakkabi güzel orjinal olduğunu düşünüyorum resimdekiler birebir zaten sürekli kullandığım bir marka gönül rahatlığıyla alabilirsjniz,ar-ae,,أعتقد أن الأحذية جميلة ومبتكرة إنها تمامًا كما في الصورة، إنها علامة تجارية أستخدمها طوال الوقت، يمكنك شراؤها براحة البال.,828498459,,,13084,,OK,,,103.03030303030303
product-core_content-name_902983397_35,902983397_35,product-core,content-name,2025-02-28 13:50:51.824158 UTC,tr-tr,COURT BOROUGH LOW RECRAFT BTV,ar-ae,,كورت بوروج منخفض التصنيع BTV,902983397,,,52531,,Not OK,,transliteration + literal translation,87.5
ugc-rr_customer-review_163999058_114198935,163999058_114198935,ugc-rr,customer-review,2025-07-13 22:47:42.725194 UTC,tr-tr,Asla göründüğü gibi değil çok kalitesiz iade ettim.,ar-ae,"It was not what it looked like, very poor quality, I returned it.",لم يكن الأمر كما يبدو، نوعية سيئة للغاية، لقد قمت بإعادته.,163999058,Alibaba,20022760.0,29369,https://www.trendyol.com/ar/pname-p-163999058,OK,,,104.44444444444446
