ctmsId,externalId,namespace,contentType,createdAt,sourceLanguage,sourceText,targetLanguage,enReferenceTranslation,targetText,contentId,translationProvider,productViewCount,productRevenue,productURL,Evaluation,Root Cause,Comment,arabic_percentage
product-core_content-name_639549190_1,639549190_1,product-core,content-name,2023-12-16 14:51:30.626890 UTC,tr-tr,Camp Day And Night Cep Logo Tasarımlı Siyah Tişört,ar-ae,Camp Day And Night Black T-Shirt with Pocket Logo Design,تي شيرت أسود للنهار والليل مع تصميم شعار الجيب,639549190,,,24791,https://www.trendyol.com/ar/pname-p-639549190,OK,,,100.0
product-core_content-name_932751593_1,932751593_1,product-core,content-name,2025-05-07 09:15:47.114868 UTC,tr-tr,Softride Mayve Kadın Bej Koşu Ayakkabısı 31016016,ar-ae,Softride Fruit Women's Beige Running Shoes 31016016,حذاء الجري Softride Fruit للسيدات باللون البيج 31016016,932751593,Alibaba,2657266.0,17539,https://www.trendyol.com/ar/pname-p-932751593,OK,,,56.25
product-core_content-name_968408700_1,968408700_1,product-core,content-name,2025-08-08 12:46:21.281708 UTC,tr-tr,Breaknet 2.0 Kadın Günlük Ayakkabı HP9445 Beyaz,ar-ae,Breaknet 2.0 Women's Casual Shoes HP9445 White,حذاء بريكنت 2.0 نسائي كاجوال HP9445 أبيض,968408700,Alibaba,1012844.0,77027,https://www.trendyol.com/ar/pname-p-968408700,OK,,,75.75757575757575
product-core_content-name_904684454_1,904684454_1,product-core,content-name,2025-06-17 13:49:17.743350 UTC,tr-tr,Poliviskon palazzo pantolon,ar-ae,Palazzo Trousers of Polyviscon,بنطلون بوليفيسكون بالازو,904684454,Alibaba,,32833,https://www.trendyol.com/ar/pname-p-904684454,OK,,,100.0
ugc-rr_customer-review_828498459_41325157,828498459_41325157,ugc-rr,customer-review,2025-01-13 21:29:18.743438 UTC,tr-tr,çok hafif ayakkabı rahat orijinal mi pek Anlayamadım ama kullanışlı beğendim,ar-ae,,حذاء خفيف جداً، مريح، هل هو أصلي؟ لم أفهمها لكني أحببتها مفيدة,828498459,,,671,,Evaluation Blocked,,,108.51063829787233
product-core_content-description_922691514_1,922691514_1,product-core,content-description,2025-05-11 00:48:18.754314 UTC,tr-tr,Response Runner Unisex Spor Koşu Rahat Günlük Kullanım Ayakkabısı Sneaker,ar-ae,,حذاء رياضي مريح للجري للاستخدام اليومي للجنسين من Response Runner,922691514,Alibaba,4010695.0,48103,https://www.trendyol.com/ar/pname-p-922691514,OK,,,75.0
ugc-rr_customer-review_217937269_25066931,217937269_25066931,ugc-rr,customer-review,2025-06-14 22:17:14.885988 UTC,tr-tr,turkuaz istedim mavi yollamislar,ar-ae,I wanted turquoise but they sent me blue,أردت اللون الفيروزي، أرسلوا لي اللون الأزرق,217937269,Alibaba,,51133,https://www.trendyol.com/ar/pname-p-217937269,OK,,,102.77777777777777
product-core_content-description_951420523_1,951420523_1,product-core,content-description,2025-07-02 11:50:02.657832 UTC,tr-tr,Çocuk Günlük Ayakkabı Star Runner 4 Nn (Ps),ar-ae,Child daily shoes star runner 4 nn (ps),حذاء الأطفال اليومي ستار رانر 4 Nn (Ps),951420523,Alibaba,1946596.0,85005,https://www.trendyol.com/ar/pname-p-951420523,OK,,,83.33333333333334
ugc-rr_customer-review_736020371_23537828,736020371_23537828,ugc-rr,customer-review,2025-07-02 22:44:59.243509 UTC,tr-tr,Resimdeki gibi geldi.,ar-ae,It arrived like the one in the picture.,وصلت مثل تلك الموجودة في الصورة.,736020371,Alibaba,26504736.0,76942,https://www.trendyol.com/ar/pname-p-736020371,OK,,,100.0
product-core_content-name_975896516_1,975896516_1,product-core,content-name,2025-08-21 08:43:30.824465 UTC,tr-tr,Skyrocket Lite Unisex Koşu Yürüyüş Ayakkabısı,ar-ae,Skyrocket Lite Unisex Running Walking Shoes,حذاء Skyrocket Lite للجري للجنسين,975896516,Alibaba,3523852.0,11274,https://www.trendyol.com/ar/pname-p-975896516,OK,,,55.172413793103445
product-core_content-name_967606559_1,967606559_1,product-core,content-name,2025-08-07 08:20:04.142611 UTC,tr-tr,Skyrocket Lıte Elevate Erkek Skyrocket Lıte Elevate 31149402 Renkli,ar-ae,Skyrocket Lite Elevate Men's Skyrocket Lite Elevate 31149402 Colorful,Skyrocket Lite Elevate للرجال Skyrocket Lite Elevate 31149402 ملون,967606559,Alibaba,3227551.0,15161,https://www.trendyol.com/ar/pname-p-967606559,OK,,,17.24137931034483
prod-qna_prod-qna_42713792_144594679_q,42713792_144594679_q,prod-qna,prod-qna,2025-04-11 22:49:48.967085 UTC,tr-tr,SLM aleyküm hayırlı işler makinede yıkamaya uygunmudur,ar-ae,,SLM عليكم، عمل جيد، هل هو مناسب للغسيل في الغسالة؟,42713792,,,63841,,Not OK,,,100.0
product-core_content-name_947404380_1,947404380_1,product-core,content-name,2025-06-23 09:10:16.440943 UTC,tr-tr,Response Runner U Unisex Koşu Ayakkabısı IH6102 Gri,ar-ae,Response Runner U Unisex Running Shoes Ih6102 Gray,حذاء الجري Response Runner U للجنسين IH6102 باللون الرمادي,947404380,Alibaba,2505041.0,7164,https://www.trendyol.com/ar/pname-p-947404380,OK,,,57.99999999999999
product-core_content-name_939053843_1,939053843_1,product-core,content-name,2025-08-14 06:15:14.446850 UTC,tr-tr,Runfalcon 5 Erkek Spor Ayakkabı Jr5518 FTWWHT/BETSCA/CBLACK,ar-ae,Runfalcon 5 Men's Sports Shoes Jr5518 Ftwwht/Betsca/Cblack,حذاء رياضي رجالي Runfalcon 5 Jr5518 FTWWHT/BETSCA/CBLACK,939053843,Alibaba,1460614.0,85055,https://www.trendyol.com/ar/pname-p-939053843,OK,,,29.166666666666668
product-core_content-description_834532717_1,834532717_1,product-core,content-description,2025-06-04 17:02:09.972874 UTC,tr-tr,Cata CT-9263 Gu-10 Model Duy Ürün Porselen (10 Adet Satışımız),ar-ae,Cata ct-9263 gu-10 model socket product porcelain (our sale of 10 pieces),منتج كاتا CT-9263 Gu-10 نموذج مصباح بورسلين (نبيع 10 قطع),834532717,Alibaba,,74543,https://www.trendyol.com/ar/pname-p-834532717,OK,,,72.72727272727273
product-core_content-name_880668171_1,880668171_1,product-core,content-name,2025-06-23 13:29:03.863001 UTC,tr-tr,SEAT TOLEDO- 13/17; RADYATÖR FAN DAVLUMBAZI,ar-ae,Seat toledo- 13/17; radiator fan cover,مروحة الرادياتير توليدو - 13/17,880668171,Alibaba,,71624,https://www.trendyol.com/ar/pname-p-880668171,Not OK,,,84.0
product-core_content-name_788016417_1,788016417_1,product-core,content-name,2025-06-25 05:04:23.192775 UTC,tr-tr,LCW ACCESSORIES Kamuflaj Baskılı Erkek Çocuk Eldiven,ar-ae,LCW ACCESSORIES Camouflage Printed Boys' Gloves,LCW ACCESSORIES قفازات للأولاد مطبوعة مموهة,788016417,Alibaba,,68905,https://www.trendyol.com/ar/pname-p-788016417,Not OK,,,63.1578947368421
product-core_content-name_951106111_1,951106111_1,product-core,content-name,2025-07-01 15:01:19.917545 UTC,tr-tr,Court Lally Kadın Günlük Ayakkabı 40036704 Renkli,ar-ae,Court Lally Women's Casual Shoes 40036704 Colorful,حذاء كاجوال نسائي من كورت لالي 40036704 ملون,951106111,Alibaba,11613674.0,26552,https://www.trendyol.com/ar/pname-p-951106111,OK,,,78.37837837837837
ugc-rr_customer-review_746100682_35165713,746100682_35165713,ugc-rr,customer-review,2025-07-05 23:54:45.399615 UTC,tr-tr,İyi bir kalite beğendim ama biraz büyük bana,ar-ae,"Good quality, I like it but it's a little big for me",نوعية جيدة أحبها ولكنها كبيرة بعض الشيء بالنسبة لي,746100682,Alibaba,20022760.0,97312,https://www.trendyol.com/ar/pname-p-746100682,OK,,,100.0
product-core_content-description_828498471_1,828498471_1,product-core,content-description,2025-08-28 06:17:48.671574 UTC,tr-tr,Adidas Runfalcon 5 Beyaz Erkek Koşu & Antrenman Ayakkabısı IH7757,ar-ae,Adidas runfalcon 5 white men's running & training shoes ih7757,حذاء أديداس رنفالكون 5 أبيض للجري والتدريب للرجال IH7757,828498471,Alibaba,1460614.0,88022,https://www.trendyol.com/ar/pname-p-828498471,OK,,,85.41666666666666
product-core_content-name_944749270_1,944749270_1,product-core,content-name,2025-06-16 07:32:05.266150 UTC,tr-tr,Teleskopik 3&apos;lü Mop Toz Alma Püskülü Çok Fonksiyonlu Temizlik Seti (4887),ar-ae,Telescopic 3-Piece Mop Dusting Tassel Multifunctional Cleaning Set (4887),طقم تنظيف متعدد الوظائف مكون من 3 قطع ممسحة تلسكوبية (4887),944749270,Alibaba,,11775,https://www.trendyol.com/ar/pname-p-944749270,OK,,,89.36170212765957
product-core_content-name_871568972_1,871568972_1,product-core,content-name,2025-06-25 02:50:49.001619 UTC,tr-tr,Marsilyan- Beyaz Emay 2020 Double String Korse,ar-ae,Marsilyan-White Emay 2020 Double String Corset,مشد مارسيليان- وايت إيماي 2020 ذو سلسلة مزدوجة,871568972,Alibaba,,50196,https://www.trendyol.com/ar/pname-p-871568972,Not OK,,,89.47368421052632
product-core_content-name_938859042_1,938859042_1,product-core,content-name,2025-05-22 15:05:41.567498 UTC,tr-tr,Kadın Siyah Sneaker,ar-ae,Women's Black Sneaker,حذاء رياضي أسود للنساء,938859042,Alibaba,6220607.0,59767,https://www.trendyol.com/ar/pname-p-938859042,OK,,,100.0
ugc-rr_customer-review_42737001_20738658,42737001_20738658,ugc-rr,customer-review,2025-07-02 22:39:29.062498 UTC,tr-tr,Ürün güzel,ar-ae,NICE PRODUCT,منتج لطيف,42737001,Alibaba,26504736.0,97035,https://www.trendyol.com/ar/pname-p-42737001,Not OK,Terminology,,100.0
product-core_content-name_887259636_1,887259636_1,product-core,content-name,2025-08-28 06:19:29.363453 UTC,tr-tr,Runfalcon 5 Ftw Beyaz Erkek Koşu & Antrenman Ayakkabısı JI0876,ar-ae,Runfalcon 5 Ftw White Men's Running & Training Shoes Ji0876,حذاء الجري والتدريب للرجال من Runfalcon 5 Ftw باللون الأبيض JI0876,887259636,Alibaba,3332412.0,86731,https://www.trendyol.com/ar/pname-p-887259636,OK,,,66.07142857142857
product-core_content-name_770362856_1,770362856_1,product-core,content-name,2025-03-16 18:43:27.678255 UTC,tr-tr,Siyah-Taş-Koyu Yeşil Slim/Dar Bisiklet Yaka Basic %100 Pamuklu 3'lü Paket T-Shirt TMNSS19BO0007,ar-ae,Black-Stone-Dark Green Slim/Narrow Crew Neck Basic 100% Cotton 3 Pack T-Shirts Tmnss19Bo0007,تي شيرت أسود-حجر-أخضر داكن نحيف/نحيف برقبة دائرية أساسية 100% قطن 3 قطع TMNSS19BO0007,770362856,Alibaba,3905083.0,92845,https://www.trendyol.com/ar/pname-p-770362856,Not OK,Terminology,,75.36231884057972
product-core_content-name_1262979_35,1262979_35,product-core,content-name,2025-03-28 15:34:44.673734 UTC,tr-tr,Instant Anti Age Eraser Kapatıcı - 06 Neutralizer,ar-ae,,خافي عيوب البشرة الفوري المضاد للشيخوخة - 06 Neutralizer,1262979,,,83210,,OK,,,72.3404255319149
product-core_content-name_455104542_1,455104542_1,product-core,content-name,2025-06-25 05:21:13.309347 UTC,tr-tr,Daewoo Nexia (kletn Facelift 2008) 1.5 (80 Hp) 2010 Trend Serisi Carbon Oto Koltuk Kılıfı Füme,ar-ae,Daewoo Nexia (Kletn Facelift 2008) 1.5 (80 Hp) 2010 Trend Series Carbon Auto Seat Cover Smoked,Daewoo Nexia (kletn Facelift 2008) 1.5 (80 Hp) 2010 Trend Series غطاء مقعد السيارة الكربوني المدخن,455104542,Alibaba,,26652,https://www.trendyol.com/ar/pname-p-455104542,Not OK,,,37.17948717948718
product-core_content-name_935110158_1,935110158_1,product-core,content-name,2025-05-12 12:12:56.193646 UTC,tr-tr,Runfalcon Yürüyüş Koşu Ayakkabısı,ar-ae,Runfalcon Walking Running Shoes,حذاء الجري Runfalcon للمشي,935110158,Alibaba,1741655.0,42568,https://www.trendyol.com/ar/pname-p-935110158,OK,,,60.86956521739131
product-core_content-name_334249963_1,334249963_1,product-core,content-name,2025-06-17 19:45:21.663338 UTC,tr-tr,Genesis Dökülme Karşıtı Güçlü Güçlendirici Şampuan 250 Ml,ar-ae,Genesis Anti-Shedding Strong Strengthening Shampoo 250 ml,شامبو جينيسيس المضاد للتساقط والقوي 250 مل,334249963,Alibaba,,30444,https://www.trendyol.com/ar/pname-p-334249963,Not OK,,,91.66666666666666
product-core_content-name_835657149_1,835657149_1,product-core,content-name,2025-06-23 13:25:11.814480 UTC,tr-tr,Opel Combo- 04/12; Sis Lamba Kapağı Sağ Siyah Siyahdelikli,ar-ae,Opel Combo- 04/12; Fog Lamp Cover Right Black with Black Hole,أوبل كومبو- 04/12; غطاء مصباح الضباب يمين أسود مع فتحة سوداء,835657149,Alibaba,,14530,https://www.trendyol.com/ar/pname-p-835657149,Not OK,,,91.48936170212765
ugc-rr_customer-review_113319781_21687576,113319781_21687576,ugc-rr,customer-review,2025-08-15 22:37:31.029122 UTC,tr-tr,İyi bir gömlek,ar-ae,It's a good shirt,إنه قميص جيد,113319781,Alibaba,38594961.0,67291,https://www.trendyol.com/ar/pname-p-113319781,OK,,,100.0
product-core_content-name_921902925_1,921902925_1,product-core,content-name,2025-06-23 05:08:25.026954 UTC,tr-tr,Gts-20 Yan Tipi Benzinli Motorlu Ot Çalı Tırpanı Çim Biçme Makinesi Tırpan Canavar Baslik,ar-ae,Gts-20 Side Type Gasoline Engine Weed Brushcutter Lawn Mower Scythe Monster Head,Gts-20 نوع جانبي محرك البنزين ماكينة قص الأعشاب وجزازة العشب ماكينة قص العشب,921902925,Alibaba,,13789,https://www.trendyol.com/ar/pname-p-921902925,Evaluation Blocked,,,92.06349206349206
product-core_content-name_902669117_1,902669117_1,product-core,content-name,2025-05-09 02:07:58.052513 UTC,tr-tr,Beyaz Geniş Lastikli Bürümcük Etek,ar-ae,White Wide Elastic Wrap Skirt,تنورة ملفوفة مرنة واسعة باللون الأبيض,902669117,Alibaba,,21620,https://www.trendyol.com/ar/pname-p-902669117,OK,,,100.0
product-core_content-description_838693091_1,838693091_1,product-core,content-description,2025-07-10 06:05:29.655736 UTC,tr-tr,Puma Club II Era Sneaker,ar-ae,Puma Club II Era Sneaker,حذاء سنيكرز من عصر النادي الثاني من بوما,838693091,Alibaba,4348021.0,95020,https://www.trendyol.com/ar/pname-p-838693091,Not OK,Terminology,,100.0
product-core_content-name_946280545_1,946280545_1,product-core,content-name,2025-06-19 11:01:53.081838 UTC,tr-tr,252SY916 Model Sarach Marka Siyah Renk Omuz Çantası,ar-ae,252Sy916 Model Sarach Brand Black Color Shoulder Bag,252SY916 حقيبة كتف موديل ساراش ماركة لون أسود,946280545,Alibaba,,48087,https://www.trendyol.com/ar/pname-p-946280545,Not OK,,,78.94736842105263
prod-qna_prod-qna_89234145_340011656_q,89234145_340011656_q,prod-qna,prod-qna,2025-08-16 22:15:56.001793 UTC,tr-tr,kolları uzun mu tesettüre uygun mudur,ar-ae,Are the sleeves long and suitable for hijab?,هل الأكمام طويلة وهل تناسب الحجاب؟,89234145,Alibaba,38594961.0,12252,https://www.trendyol.com/ar/pname-p-89234145,OK,,,103.57142857142858
product-core_content-name_689047678_1,689047678_1,product-core,content-name,2025-07-10 06:05:32.876322 UTC,tr-tr,Runfalcon 3.0 Ayakkabı,ar-ae,Runfalcon 3.0 Shoes,حذاء رونفالكون 3.0,689047678,Alibaba,1741655.0,91784,https://www.trendyol.com/ar/pname-p-689047678,OK,,,86.66666666666667
prod-qna_prod-qna_34721879_195169116_a,34721879_195169116_a,prod-qna,prod-qna,2025-06-17 16:43:17.028521 UTC,tr-tr,"Merhaba, 25.5 cm 15 numaraya tekabul etmektedir.İyi günler dileriz.",ar-ae,"Hello, 25.5 cm corresponds to size 15. We wish you a good day.",مرحبا 25.5 سم يتوافق مع مقاس 15. نتمنى لكم يوما سعيدا.,34721879,Alibaba,26504736.0,98169,https://www.trendyol.com/ar/pname-p-34721879,OK,,,87.8048780487805
product-core_content-name_942064868_1,942064868_1,product-core,content-name,2025-06-02 19:36:35.849577 UTC,tr-tr,Erkek Pileli Kumaş Pantolon,ar-ae,Men's Pleated Fabric Trousers,بنطلون قماش مطوي للرجال,942064868,Alibaba,,28732,https://www.trendyol.com/ar/pname-p-942064868,Not OK,,,100.0
product-core_content-description_886839024_1,886839024_1,product-core,content-description,2025-07-01 14:24:34.977722 UTC,tr-tr,Anzarun Lite AC+ PS Sneaker,ar-ae,Anzarun Lite Ac+ Ps Sneaker,حذاء رياضي Anzarun Lite AC+ PS,886839024,Alibaba,2647584.0,95415,https://www.trendyol.com/ar/pname-p-886839024,OK,,,37.5
product-core_content-name_843103921_1,843103921_1,product-core,content-name,2025-06-25 10:25:50.468869 UTC,tr-tr,Apple Watch 45mm Desenli Lastikli Kordon - Desen 12 452121,ar-ae,Apple Watch 45mm Patterned Rubber Strap - Pattern 12 452121,ساعة ابل مقاس 45 ملم بسوار مطاطي منقوش - نمط 12 452121,843103921,Alibaba,,42357,https://www.trendyol.com/ar/pname-p-843103921,OK,,,76.19047619047619
prod-qna_prod-qna_42737001_299532501_q,42737001_299532501_q,prod-qna,prod-qna,2025-06-17 11:19:46.741861 UTC,tr-tr,ürünün kırk numarası kaç cm dir acaba,ar-ae,I wonder how many cm is the size forty of the product?,كم سم هو الرقم الأربعين للمنتج؟,42737001,Alibaba,26504736.0,12376,https://www.trendyol.com/ar/pname-p-42737001,OK,,,104.0
product-core_content-name_832918862_35,832918862_35,product-core,content-name,2025-04-08 09:48:47.270356 UTC,tr-tr,Miran Siyah Renkli Taş Detaylı Kadın Topuklu Ayakkabı,ar-ae,,حذاء ميران بكعب نسائي مزين بحجر أسود اللون,832918862,,,70149,,OK,,,100.0
product-core_content-name_840250756_35,840250756_35,product-core,content-name,2025-04-08 12:38:59.485024 UTC,tr-tr,Hakiki Deri Saç Örgü Günlük Kadın Sandalet,ar-ae,,صنادل نسائية يومية من الجلد الطبيعي,840250756,,,94628,,Not OK,,missing information,100.0
ugc-rr_customer-review_828498459_32376090,828498459_32376090,ugc-rr,customer-review,2025-04-27 22:26:36.371789 UTC,tr-tr,Güzel ürün rahat,ar-ae,,منتج لطيف ومريح,828498459,,,40709,,OK,,,100.0
product-core_content-name_951765361_1,951765361_1,product-core,content-name,2025-07-03 10:18:12.921906 UTC,tr-tr,Court Classic Unisex Günlük Ayakkabı 39501801 Beyaz,ar-ae,Court Classic Unisex Casual Shoes 39501801 White,حذاء كاجوال كورت كلاسيك للجنسين 39501801 أبيض,951765361,Alibaba,1579901.0,21507,https://www.trendyol.com/ar/pname-p-951765361,OK,,,79.48717948717949
ugc-rr_customer-review_778584803_23575312,778584803_23575312,ugc-rr,customer-review,2025-07-14 23:55:33.843981 UTC,tr-tr,Çöm güzel ürün rahat ayağımı yormuyor gönül rahatlığıyla alabilirsiniz,ar-ae,"Very nice product, comfortable, does not tire my feet, you can buy it with peace of mind.",منتج جيد، مريح، لا يتعب قدمي، يمكنك شرائه براحة البال.,778584803,Alibaba,11136094.0,93580,https://www.trendyol.com/ar/pname-p-778584803,OK,,,107.31707317073172
ugc-rr_customer-review_117283813_71875179,117283813_71875179,ugc-rr,customer-review,2025-08-13 22:19:06.747800 UTC,tr-tr,Kalıbı fazla büyük ama ben bol sevdiğim için sorun olmadı,ar-ae,"The fit is too big, but it wasn't a problem because I like it loose.",المقاس كبير جدًا، لكن لم تكن هناك مشكلة لأنني أحبه فضفاضًا.,117283813,Alibaba,38594961.0,44617,https://www.trendyol.com/ar/pname-p-117283813,OK,,,106.66666666666667
prod-qna_prod-qna_35839749_254676305_a,35839749_254676305_a,prod-qna,prod-qna,2025-04-11 23:05:40.784263 UTC,tr-tr,"Merhaba , Ürün suya dayanıklı şekilde üretilmiştir. Kış aylarında kullanıma uygundur. Kullanışı rahat ve müşteri geri bildirimlerine göre dizayn edilmiştir. Keyifli Alışverişler Dileriz, Saygılarımızla,",ar-ae,,مرحبًا، المنتج مصنوع بشكل مقاوم للماء. وهي مناسبة للاستخدام في أشهر الشتاء. مريحة في الاستخدام ومصممة لتعليقات العملاء. نتمنى لكم تسوقاً ممتعاً، مع أطيب التحيات،,35839749,,,27351,,OK,,,104.6875
product-core_content-name_867233369_35,867233369_35,product-core,content-name,2025-03-18 20:05:53.742332 UTC,tr-tr,Açık Mavi %100 Pamuk Erkek Baggy Fit Jeans Kot Pantolon TMNAW24JE00027,ar-ae,,بنطال جينز فضفاض للرجال مصنوع من القطن بنسبة 100% باللون الأزرق الفاتح TMNAW24JE00027,867233369,,,72450,,OK,,,76.38888888888889
product-core_content-name_148918625_1,148918625_1,product-core,content-name,2025-06-27 13:51:11.374385 UTC,tr-tr,Ankastre 2'li Set,ar-ae,Built-In Set of 2,مجموعة مدمجة مكونة من قطعتين,148918625,Alibaba,,10540,https://www.trendyol.com/ar/pname-p-148918625,OK,,,100.0
product-core_content-name_951775182_1,951775182_1,product-core,content-name,2025-07-03 10:50:16.690816 UTC,tr-tr,Hypnotic Ls Unisex Günlük Ayakkabı 39529503 Beyaz,ar-ae,Hypnotic Ls Unisex Casual Shoes 39529503 White,حذاء كاجوال للجنسين من Hypnotic Ls 39529503 أبيض,951775182,Alibaba,26504736.0,71059,https://www.trendyol.com/ar/pname-p-951775182,OK,,,56.09756097560976
product-core_content-name_359378962_1,359378962_1,product-core,content-name,2024-04-16 03:06:44.915064 UTC,tr-tr,6'lı Kokteyl Peçetesi Alice Altın Sim,ar-ae,6-Piece Cocktail Napkin Alice Gold Glitter,منديل كوكتيل مكون من 6 قطع أليس جولد جليتر,359378962,,,46542,https://www.trendyol.com/ar/pname-p-359378962,Not OK,,,97.05882352941177
ugc-rr_customer-review_778584564_104429254,778584564_104429254,ugc-rr,customer-review,2025-07-10 23:52:43.286363 UTC,tr-tr,hatalı ürün gönderdiler,ar-ae,They sent the wrong product,أرسلوا المنتج الخطأ,778584564,Alibaba,11136094.0,1052,https://www.trendyol.com/ar/pname-p-778584564,OK,,,100.0
product-core_content-description_896473192_1,896473192_1,product-core,content-description,2025-05-09 11:44:06.744418 UTC,tr-tr,Runfalcon 5 günlük spor ayakkabı sneaker ;,ar-ae,,حذاء رياضي رياضي غير رسمي من رنفالكون 5 ;,896473192,DeepL,6475366.0,23343,https://www.trendyol.com/ar/pname-p-896473192,Evaluation Blocked,,,96.875
product-core_content-description_886841373_1,886841373_1,product-core,content-description,2025-07-10 06:05:57.188389 UTC,tr-tr,X-Ray 3 LT Sneaker,ar-ae,X-Ray 3 Lt Sneaker,حذاء رياضي X-Ray 3 LT,886841373,Alibaba,2378104.0,40259,https://www.trendyol.com/ar/pname-p-886841373,OK,,,56.25
prod-qna_prod-qna_34721879_315690885_a,34721879_315690885_a,prod-qna,prod-qna,2025-06-17 13:33:53.157835 UTC,tr-tr,"Merhaba! �� Puma Anzarun Lite Unisex Sneaker (Model Kodu: 37112869) modelinde de genelde 42 numara uygun olacaktır. Daha rahat bir kullanım istiyorsan, 42.5 almayı düşünebilirsin. Farklı bir konuda yardımcı olmamı isterseniz, KoraySpor olarak her zaman yanınızdayız. ��‍♂️",ar-ae,"Hello! � �   In the Puma Anzarun Lite Unisex Sneaker (Model Code: 37112869), size 42 is generally suitable. If you want a more comfortable use, you may consider getting 42.5. If you need me to help with something else, as KoraySpor, we are always by your side. � � ‍ ♂️",مرحبًا! � �   عادةً ما يكون الحجم 42 مناسبًا لنموذج حذاء Puma Anzarun Lite الرياضي للجنسين (رمز النموذج: 37112869). إذا كنت تريد استخدامًا أكثر راحة، فقد تفكر في الحصول على 42.5. إذا كنت تريد مني أن أساعدك في شيء مختلف، كوراي سبور، نحن دائمًا هنا من أجلك. � � ‍ ♂️,34721879,Alibaba,26504736.0,19964,https://www.trendyol.com/ar/pname-p-34721879,OK,,,89.41798941798942
prod-qna_prod-qna_470293693_266638336_q,470293693_266638336_q,prod-qna,prod-qna,2025-06-17 10:34:07.301822 UTC,tr-tr,kalıpları büyük.mu bol durmasini istiyorum,ar-ae,Is the size large? I want it to be loose.,هل الأنماط كبيرة؟أريد أن تكون فضفاضة.,470293693,Alibaba,,48941,https://www.trendyol.com/ar/pname-p-470293693,Not OK,,,103.33333333333334
product-core_content-name_462972130_1,462972130_1,product-core,content-name,2025-06-25 03:50:48.560856 UTC,tr-tr,Audi A80 Lastik Koruyucu Oto Deri Stepne Kılıfı 17-18'ınc,ar-ae,Audi A80 Tire Protector Auto Leather Spare Tire Cover 17-18St,غطاء إطار السيارة من الجلد لسيارة Audi A80 مقاس 17-18 بوصة,462972130,Alibaba,,53513,https://www.trendyol.com/ar/pname-p-462972130,OK,,,76.59574468085107
product-core_content-name_975189084_1,975189084_1,product-core,content-name,2025-08-20 10:19:44.351681 UTC,tr-tr,Lacıvert Kadın Omuz Çantası Us24732,ar-ae,Navy Blue Women's Shoulder Bag Us24732,حقيبة كتف نسائية باللون الأزرق الداكن Us24732,975189084,Alibaba,1619312.0,36537,https://www.trendyol.com/ar/pname-p-975189084,OK,,,82.05128205128204
ugc-rr_customer-review_925327308_8968,925327308_8968,ugc-rr,customer-review,2025-08-15 22:34:39.958398 UTC,tr-tr,Çok rahat bir kalıp ve şık bir gömlek,ar-ae,A very comfortable fit and stylish shirt,قميص مريح للغاية وأنيق,925327308,Alibaba,9111266.0,20470,https://www.trendyol.com/ar/pname-p-925327308,OK,,,100.0
prod-qna_prod-qna_248573794_246284113_a,248573794_246284113_a,prod-qna,prod-qna,2025-06-16 13:57:28.149082 UTC,tr-tr,Merhabalar efendim ürün resmi sayfasından detaylı bilgi edinebilirsiniz,ar-ae,"Hello sir, you can get detailed information from the product official page.",مرحباً سيدي، يمكنك الحصول على معلومات مفصلة من الصفحة الرسمية للمنتج.,248573794,Alibaba,,65944,https://www.trendyol.com/ar/pname-p-248573794,OK,,,103.57142857142858
prod-qna_prod-qna_32239522_272682685_q,32239522_272682685_q,prod-qna,prod-qna,2025-06-17 08:53:25.448610 UTC,tr-tr,Küçük tencerenin kapağı mevcut mu,ar-ae,Is there a lid available for the small pot?,هل يوجد غطاء للقدر الصغير؟,32239522,Alibaba,,92465,https://www.trendyol.com/ar/pname-p-32239522,OK,,,104.76190476190477
product-core_content-description_122430746_1,122430746_1,product-core,content-description,2025-08-08 21:13:45.481493 UTC,tr-tr,ERKEK DÜZ PENYE BOXER 6 Adet,ar-ae,Men's Straight Combed Combed Boxer 6 Pieces,بوكسر رجالي مبطن 6 قطع,122430746,Alibaba,1177369.0,69435,https://www.trendyol.com/ar/pname-p-122430746,Not OK,Accuracy,,94.44444444444444
